,path,labels,category
0,https://www.synopsys.com/content/dam/synopsys/verification/Veification_SaberAutomotive_spotlight.jpg.imgw.560.336.jpg, Land vehicle Vehicle Car Sports car Automotive design Coup? Performance car Supercar Luxury vehicle Aston martin dbs v12,automotive
1,https://cdn.rohde-schwarz.com/pws/solution/automotive_1/webinarcenter/automotive_webinars_teaser.jpg, Land vehicle Automotive design Mid-size car Vehicle Car Personal luxury car Concept car Full-size car Executive car Family car,automotive
2,https://blokt.com/wp-content/uploads/2018/08/shutterstock_747021289.jpg, Land vehicle Vehicle Car Personal luxury car Luxury vehicle Automotive design Performance car Bmw Sports car Rim,automotive
3,https://mk0mexiconewsdam2uje.kinstacdn.com/wp-content/uploads/2018/08/nafta.jpg, Motor vehicle Automobile repair shop Industry Vehicle Car Machine Auto mechanic Factory Transport Automotive design,automotive
4,http://www.sio-automotive.com/images/suspension.jpg, Tire Automotive tire Vehicle Automotive design Motor vehicle Car Wheel Vintage car Automotive wheel system Auto part,automotive
5,http://www.wrenchnation.tv/wp-content/uploads/2017/11/automotive-technology.jpg, Land vehicle Vehicle Car Motor vehicle Mode of transport Steering part Steering wheel Automotive design City car Auto part,automotive
6,"https://dm.henkel-dam.com/is/image/henkel/Header_Exterior_GettyImages-882844302?&wid=900&qlt=70&fit=hfit&align=0,0", Land vehicle Vehicle Car Automotive design Personal luxury car Luxury vehicle Performance car Sports car Supercar Family car,automotive
7,https://www.gurit.com/-/media/Gurit/Images/Key-Visuals/CAROUSEL03AUTO2x.jpg?h=800&la=en&mh=468&mw=1382&w=2360&hash=7B9D1100CEFF56A4307CB0CF8445164E3348A0E4, Land vehicle Vehicle Car Sports car Automotive design Supercar Performance car Bumper Concept car Coup?,automotive
8,https://appwebradar.com/wp-content/uploads/2019/04/Automotive.jpg, Motor vehicle Automotive design Car Vehicle Headlamp Automotive tire Alloy wheel Product Wheel Luxury vehicle,automotive
9,https://cdn.omnivirt.com/blog/wp-content/uploads/2018/10/Automotive-Stock-Photo.jpg, Land vehicle Vehicle Car Automotive design White Mid-size car Rim Family car Executive car Sedan,automotive
10,http://avto-ukr.com.ua/wp-content/uploads/2015/11/automotive-banner-01.jpg, Motor vehicle Automotive tire Tire Automotive design Vehicle Car Wheel Transport Rim Mode of transport,automotive
11,https://www.oxts.com//app/uploads/2017/04/automotive-blog-photo.jpg, Light Line Infrastructure Technology Electricity Graphics Graphic design Road Visual effect lighting Neon,automotive
12,http://www.rubbernews.com/apps/pbcsi.dll/storyimage/RN/20180924/NEWS/180929978/AR/0/AR-180929978.jpg,,automotive
13,https://www.nexusautomotiveinternational.eu/wp-content/uploads/2018/05/innovation-full-1.jpg, Vehicle door Blue Automotive design Vehicle Car Windshield Electric blue Hood Design Automotive exterior,automotive
14,http://www.automotiveassociations.com/wp-content/uploads/2018/09/Buying-Automotive-GPS-Devices-Once-Difficult-Now-Easy.jpg, Vehicle Automotive design Motor vehicle Car Vehicle door Custom car Auto part Mid-size car Engine Hood,automotive
15,https://www.worldatlas.com/r/w728-h425-c728x425/upload/fe/b7/d7/autoindustry-ss.jpg, Robot Machine Industry Motor vehicle Product Engineering Factory Technology Automotive design Vehicle,automotive
16,https://www.electricmotorengineering.com/files/2017/11/Components.jpg, Motor vehicle Vehicle Automotive design Car Automotive exterior Auto part Concept car Electric vehicle Illustration Wheel,automotive
17,https://www.protiviti.com/sites/default/files/united_states/solutionsindustries/automotive.jpg, Engine Auto part Motor vehicle Automotive engine part Vehicle Metal Car Wheel,automotive
18,http://www.automotiveassociations.com/wp-content/uploads/2018/09/Automotive-Equipment-and-Tools-Online-Retailers-Offer-the-Best-in-Automotive-Equipment.jpg, Auto part Engine Metal Metalworking Gear Automotive engine part Steel Engineering Wheel Machine,automotive
19,http://www.bohler.com.ua/images/stage_automotive.jpg, Land vehicle Vehicle Convertible Car Automotive design Personal luxury car Luxury vehicle Rim Wheel Audi,automotive
20,https://fourwaysreview.co.za/wp-content/uploads/sites/23/2019/01/29.jpg,,automotive
21,http://www.automotiveassociations.com/wp-content/uploads/2018/09/In-Todays-Economy-Reconditioned-Automotive-Tools-Are-the-Way-to-Go.jpeg, Land vehicle Vehicle Car Race car Supercar Automotive design Sports car Collision Ferrari f40 Formula one car,automotive
